GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES,,
770,419,2732RTA,06-February-2017,2017,1,Violence against civilians,Unidentified Armed Group (Pakistan),,3,Civilians (Pakistan),,7,37,Pakistan,Khyber Pakhtunkhwa,FR Kohat,Kohat,Ustarzai,33.6103,71.2421,1,Dawn (Pakistan),"A female NGO worker was killed in the Ustarzai area by unidentified assailants, leading to later protests.",1,,
770,176,2733RTA,06-February-2017,2017,1,Violence against civilians,Private Security Forces (Afghanistan),,3,Civilians (Afghanistan),Government of Afghanistan,7,37,Pakistan,Sindh,Karachi,Karachi South,Saddar,24.8542,67.016,1,The Nation (AsiaNet),"An Afghan guard killed a junior diplomat inside the Afghan consulate in the Saddar Town area of Karachi. The killing was allegedly over a ""personal grudge"".",1,,
770,193,2734RTA,07-February-2017,2017,1,Battle-No change of territory,Unidentified Armed Group (Pakistan),,3,Zakha Khel Communal Militia,,4,34,Pakistan,Federally Administered Tribal Areas,Khyber Agency,Landi Kotal,Zakha Khel,33.8584,70.9606,1,The Frontier Post,3 members of a peace committee were killed and several injured when suspected militants attacked their vehicles in the Zakha Khel area.,3,,
770,188,2735RTA,07-February-2017,2017,1,Remote violence,Unidentified Armed Group (Pakistan),,3,Police Forces of Pakistan,,1,13,Pakistan,Balochistan,Qilla Abdullah,Chaman,Chaman,30.9177,66.4526,1,Daily Pakistan Today,"At least 3 people, including 2 FC personnel, were injured in a bomb blast targeting an FC vehicle on Roghani Road in Chaman.",0,,
770,203,2736RTA,07-February-2017,2017,1,Remote violence,Unidentified Armed Group (Pakistan),,3,Police Forces of Pakistan,,1,13,Pakistan,Balochistan,Kech,Tump,Tump,26.0989,62.3640,2,Dawn (Pakistan),4 FC personnel were injured when their convoy hit a roadside bomb near Tump in Kech district.,0,,
770,195,2737RTA,07-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Khyber Pakhtunkhwa,Malakand,Swat,Gul Shah,35.0235,72.4454,1,Dawn (Pakistan),"Residents of various villages in Matta tehsil, including Sakhra, Bankat and Gul Shah, protested against law and order issues in their area.",0,,
770,182,2738RTA,07-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Labour Group (Pakistan),6,,,0,60,Pakistan,Sindh,Hyderabad,Hyderabad,Hyderabad,25.3942,68.3736,1,Dawn (Pakistan),The HDA employees union protested and staged a sit-in to demand four months salaries.,0,,
770,197,2739RTA,07-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Students (Pakistan),6,,,0,60,Pakistan,Islamabad Capital Territory,Islamabad,Islamabad,Islamabad,33.7233,73.0995,1,Dawn (Pakistan),Students protested and blocked Ashfaq Ahmed Road outside the Quaid-i-Azam University against the introduction of a degree fee.,0,,
770,199,2740RTA,07-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Farmers (Pakistan),6,,,0,60,Pakistan,Sindh,Karachi,Karachi,Karachi,24.9056,67.0822,3,Dawn (Pakistan),"Protesters, primarily farmers, blocked National Highway Authority employees from blocking a 100-year-old road that has been used for the transport of agricultural products. The NDA employees were working on the construction of a Karachi-Lahore-Peshawar highway.",0,,
770,202,2741RTA,07-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Doctors (Pakistan),6,,,0,60,Pakistan,Sindh,Karachi,Karachi,Karachi,24.9056,67.0822,3,Dawn (Pakistan),Protests were held in various districts of Sindh by nurses to demand attention to their grievances. The main protest was in Karachi.,0,,
770,205,2742RTA,07-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Karachi,Karachi,Karachi,24.9056,67.0822,1,Daily Times (PK),Office bearers of the Pakistan Veterinary Medical Association Sindh continued their protest and sit-in outside the Karachi press club to demand resolution of their demands.,0,,
770,172,2743RTA,07-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),PAT: Pakistan Awami Tehreek,6,,,0,60,Pakistan,Punjab,Lahore,Lahore Cantt,Lahore,31.5497,74.3436,2,Pakistan Today,"PAT activists protested in the area of the ATC court to demand the trial of former PM Nawaz Sharif, the Punjab CM and others for the killing of ten people in Model Town.",0,,
770,190,2744RTA,07-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Labour Group (Pakistan),6,,,0,60,Pakistan,Punjab,Lahore,Lahore Cantt,Lahore,31.5497,74.3436,2,The Nation (AsiaNet),"Two groups of commercial agents representing owners and renters operating at Fruit and Vegetable Market Ravi Road staged a protest yesterday over use of auction shed. The dispute grew stronger during past several weeks and the situation got worst when both groups led by number of supporters blocked the Grand Truck Road for two hours, briging all kinds of traffic to a halt.
",0,,
770,200,2745RTA,07-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Labour Group (Pakistan),6,,,0,60,Pakistan,Punjab,Lahore,Lahore Cantt,Lahore,31.5497,74.3436,2,Dawn (Pakistan),Daily wage employees working for SNGPL protested in front of its head office in Lahore over the termination of their services.,0,,
770,196,2746RTA,07-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Khyber Pakhtunkhwa,Malakand,Swat,Matta,34.3740,72.1098,2,Dawn (Pakistan),"Residents of various villages in Matta tehsil, including Sakhra, Bankat and Gul Shah, protested against law and order issues in their area.",0,,
770,209,2747RTA,07-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Labour Group (Pakistan),6,,,0,60,Pakistan,Sindh,Mirpurkhas,Mirpurkhas,Mirpurkhas,25.5316,69.0030,1,Daily Regional Times,Employees of the Nara Canal Area protested in front of the Mirpurkhas press club in favour of their demands.,0,,
770,211,2748RTA,07-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Lawyers (Pakistan),6,,,0,60,Pakistan,Sindh,Mirpurkhas,Mirpurkhas,Mirpurkhas,25.5316,69.0030,2,Daily Pakistan Today,"Lawyers from Mirpurkhas, Umerkot, Sanghar and Tharparkar districts boycotted court and staged protests over the alleged kidnapping of a judge.",0,,
770,213,2749RTA,07-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Lawyers (Pakistan),6,,,0,60,Pakistan,Sindh,Moro,Moro,Mithi,24.7370,69.7970,2,Daily Pakistan Today,"Lawyers from Mirpurkhas, Umerkot, Sanghar and Tharparkar districts boycotted court and staged protests over the alleged kidnapping of a judge.",0,,
770,192,2750RTA,07-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Students (Pakistan),6,,,0,60,Pakistan,Punjab,Gujranwala,Narowal,Narowal,32.1004,74.8608,1,The Frontier Post,A large number of teachers and students participated in a Kashmir solidarity rally in Narowal.,0,,
770,214,2751RTA,07-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Punjab,Pindi Gheb,Pindigheb,Pindigheb,33.2431,72.2673,1,The Balochistan Times (AsiaNet),The relatives of six kidnapped oil company employees protested and demanded their recovery in Pindigheb.,0,,
770,183,2752RTA,07-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Doctors (Pakistan),6,,,0,60,Pakistan,Sindh,Karachi,Karachi South,Saddar,24.8542,67.0160,1,Daily Times (PK),The Joint Nurses Action Committee announced a province-wide strike in Sindh while nurses staged a protest in front of the Karachi press club. Another rally was also held in Saddar Town at the Civic Hospital Karachi.,0,,
770,194,2753RTA,07-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Khyber Pakhtunkhwa,Malakand,Swat,Sakhra,35.0793,72.4130,1,Dawn (Pakistan),"Residents of various villages in Matta tehsil, including Sakhra, Bankat and Gul Shah, protested against law and order issues in their area.",0,,
770,212,2754RTA,07-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Lawyers (Pakistan),6,,,0,60,Pakistan,Sindh,Mirpurkhas,Sanghar,Sanghar,26.0465,68.9481,2,Daily Pakistan Today,"Lawyers from Mirpurkhas, Umerkot, Sanghar and Tharparkar districts boycotted court and staged protests over the alleged kidnapping of a judge.",0,,
770,210,2755RTA,07-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Lawyers (Pakistan),6,,,0,60,Pakistan,Sindh,Mirpurkhas,Umerkot,Umerkot,25.3621,69.7339,2,Daily Pakistan Today,"Lawyers from Mirpurkhas, Umerkot, Sanghar and Tharparkar districts boycotted court and staged protests over the alleged kidnapping of a judge.",0,,
770,177,2756RTA,08-February-2017,2017,2,Battle-No change of territory,TTP: Tehreek-i-Taliban Pakistan,,2,Police Forces of Pakistan,,1,12,Pakistan,Khyber Pakhtunkhwa,Bannu,Bannu,Bannu,32.9029,70.6355,2,The Nation (AsiaNet),2 police officers were injured in an attack on a police station in Bannu by a suicide car bomber. The TTP later claimed responsibility.,1,,
770,225,2757RTA,08-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Doctors (Pakistan),6,,,0,60,Pakistan,Sindh,Hyderabad,Badin,Badin,24.7260,68.8370,1,Daily Regional Times,Nurses of Badin protested to demand attention to their grievances. They demonstrated outside their nursing school.,0,,
770,198,2758RTA,08-February-2017,2017,2,Riots/Protests,Protesters (Pakistan),Farmers (Pakistan),6,,,0,60,Pakistan,Punjab,Faisalabad,Chiniot,Chiniot,31.7292,72.9816,2,Dawn (Pakistan),Farmers and political party activists protested against a proposal to build a dam on the Chenab River in the Chiniot area.,0,,
770,229.2183372,2759RTA,08-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),PML-F: Pakistan Muslim League-Functional,6,,,0,60,Pakistan,Sindh,Khairpur,Khairpur,Hingorja,27.2109,68.4160,1,Daily Regional Times,PML-F activists and Dahri community members protested in the Hingorja area for the recovery of a missing youth leader.,0,,
770,219,2760RTA,08-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Police Forces of Pakistan,6,,,0,60,Pakistan,Sindh,Hyderabad,Hyderabad,Hyderabad,25.3942,68.3736,1,The Frontier Post,Dozens of police protested outside the Hyderabad press club to demand appointments and backpay.,0,,
770,206,2761RTA,08-February-2017,2017,2,Riots/Protests,Protesters (Pakistan),Labour Group (Pakistan),6,,,0,60,Pakistan,Sindh,Karachi,Karachi East,Jamshed,24.8714,67.0499,1,Daily Times (PK),A number of SCBA officials protested in front of their director-general's office over an internal matter.,0,,
770,215,2762RTA,08-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Doctors (Pakistan),6,,,0,60,Pakistan,Sindh,Karachi,Karachi,Karachi,24.9056,67.0822,1,Pakistan Observer,About 200-250 nurses continued their protest in front of the Karachi press club in favour of their demands.,0,,
770,223,2763RTA,08-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Doctors (Pakistan),6,,,0,60,Pakistan,Sindh,Karachi,Karachi,Karachi,24.9056,67.0822,3,Dawn (Pakistan),Nurses continued to hold protests in various districts of Sindh in favour of their demand. Their main protest was held in Karachi.,0,,
770,230.8360528,2764RTA,08-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Karachi,Karachi,Karachi,24.9056,67.0822,3,Daily Regional Times,Residents of Dubi Tali protested against the non-appointment of a lady teacher at the Government Girls' Primary School n their village.,0,,
770,227.6177156,2765RTA,08-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Khairpur,Khairpur,Khairpur,26.8300,69.0600,2,Daily Regional Times,Residents of Gareebabad Muhalla protested outside the SSP office at Maryam Toob in the Khairpur area against alleged abuses by a police constable in their area.,0,,
770,230.027195,2766RTA,08-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Khairpur,Khairpur,Khairpur,26.8300,69.0600,1,Daily Regional Times,Residents of Khairpur protested against gas load shedding.,0,,
770,222,2767RTA,08-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Labour Group (Pakistan),6,,,0,60,Pakistan,Khyber Pakhtunkhwa,FR Kohat,Kohat,Kohat,33.4491,71.5439,2,Dawn (Pakistan),Workers of the Pak-German Wood Working Centre protested against a recently implemented service structure. They demonstrated on Kohat Road.,0,,
770,224,2768RTA,08-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Teachers (Pakistan),6,,,0,60,Pakistan,Sindh,Larkana,Larkana,Larkana,27.5637,68.2150,1,Daily Regional Times,Headmaster candidates who passed the IBA test demonstrated in front of the Larkana press club to demand issuance of jobs.,0,,
770,217,2769RTA,08-February-2017,2017,2,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Punjab,Lahore,Lahore Cantt,Mughalpura,31.5714,74.3646,1,The Nation (AsiaNet),Residents of the Mughalpura area protested against the police for their alleged delayed reponse to an assault and robbery in the area.,0,,
770,226,2770RTA,08-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Larkana,Ratodero,Naudero,27.6660,68.3425,2,Daily Regional Times,Members of the Forest Workers Welfare Association staged a demo outside the local press club in the Naudero area against the arrest of a local forest guard.,0,,
770,218,2771RTA,08-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Doctors (Pakistan),6,,,0,60,Pakistan,Sindh,Shaheed Benazirabad,Nawabshah,Nawabshah,26.8400,68.1200,1,The Frontier Post,Postgraduate doctors working at the People's Medical University Hospital protested for acceptance of their demands outside the Nawabshah press club.,0,,
770,220,2772RTA,08-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Federally Administered Tribal Areas,Kurram Agency,Parachinar,Parachinar,33.8991,70.1008,1,The Frontier Post,"Tribesmen, students and other people protested in the Parachinar area to demand the release of people arrested earlier for protesting over a recent bomb attack and the response to it in their area.",0,,
770,216,2773RTA,08-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Labour Group (Pakistan),6,,,0,60,Pakistan,Sindh,Karachi,Karachi South,Saddar,24.8542,67.0160,1,The Nation (AsiaNet),Scores of fire brigade department employees protested outside the KMC building on Jinnah Road in Karachi.,0,,
770,233,2774RTA,08-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Journalists (Pakistan),6,,,0,60,Pakistan,Sindh,Sanghar,Sanghar,Setharja,27.2027,68.4800,1,Daily Regional Times,Local journalists from Thari Mirwah and Setharja protested against an attack on the Tando Mir Ali press club.,0,,
770,226.7575758,2775RTA,08-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Labour Group (Pakistan),6,,,0,60,Pakistan,Sindh,Qambar Shahdadkot,Shahdadkot,Shahdadkot,27.8388,67.8750,2,Daily Regional Times,Members of the Druggist and Chemist Association Qamber-Shahdadkot District protested against a local drug inspector for allegedly demanding bribes.,0,,
770,231.6449106,2776RTA,08-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Journalists (Pakistan),6,,,0,60,Pakistan,Sindh,Khairpur,Thari Mirwah,Thari Mirwah,27.0700,68.6000,1,Daily Regional Times,Local journalists from Thari Mirwah and Setharja protested against an attack on the Tando Mir Ali press club.,0,,
770,221,2777RTA,08-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Labour Group (Pakistan),6,,,0,60,Pakistan,Punjab,Lahore,Lahore Cantt,Walled City,31.5842,74.3144,1,The Express Tribune,A large number of chemists and pharmacists protested over proposed changes to the Drug Act. They demonstrated near Lohari Gate in Lahore.,0,,
770,191,2778RTA,08-February-2017,2017,2,Strategic development,Unidentified Armed Group (Pakistan),,3,Civilians (Pakistan),,7,37,Pakistan,Gilgit-Baltistan,Gilgit,Gilgit,Gilgit,35.9186,74.3124,3,The Nation (AsiaNet),Unknown men opened fire at a National Accountability Bureau official's house and set fire to a portion of it. No injuries reported.,0,,
770,234,2779RTA,09-February-2017,2017,1,Battle-No change of territory,Police Forces of Pakistan,,1,TTP: Tehreek-i-Taliban Pakistan,Al-Qaeda,2,12,Pakistan,Sindh,Karachi,Malir,Gadap,25.0064,67.1290,1,Pakistan Observer,6 militants from Al Qaeda and TTP were killed by security forces in Gadap town.,6,,
770,242,2780RTA,09-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Students (Pakistan),6,,,0,60,Pakistan,Punjab,Faisalabad,Faisalabad,Faisalabad,31.4166,73.0833,1,Dawn (Pakistan),"Scores of students of the University of Agriculture, Faisalabad protested in front of the main gate in favour of their demands.",0,,
770,243,2781RTA,09-February-2017,2017,1,Riots/Protests,Rioters (Pakistan),MQM: Muttahida Qaumi Movement,5,Rioters (Pakistan),MQM: Muttahida Qaumi Movement,5,55,Pakistan,Sindh,Karachi,Karachi East,Gulshan,24.9293,67.1279,1,Dawn (Pakistan),"A clash broke out between the student wings of two different MQM factions, resulting in injuries to 4 students. The cause of the violence was not reported.",0,,
770,247,2782RTA,09-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),PML-F: Pakistan Muslim League-Functional,6,,,0,60,Pakistan,Sindh,Khairpur,Khairpur,Hingorja,27.2109,68.4160,1,Daily Regional Times,PML-F activists and Dahri community members continued their protest in the Hingorja area for the recovery of a missing youth leader Fayaz Dahri.,0,,
770,248,2783RTA,09-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Journalists (Pakistan),6,,,0,60,Pakistan,Sindh,Khairpur,Khairpur,Hingorja,27.2109,68.4160,1,Daily Regional Times,Local journalists of Hingorja protested against a recent attack on the Tando Mir Ali press club.,0,,
770,249,2784RTA,09-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Khairpur,Khairpur,Hingorja,27.2109,68.4160,1,Daily Regional Times,Residents of Hingorja protested against the absence in the post of secretary of the town committee.,0,,
770,250,2785RTA,09-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Farmers (Pakistan),6,,,0,60,Pakistan,Sindh,Khairpur,Khairpur,Hingorja,27.2109,68.4160,2,Daily Regional Times,Growers in the Siyal Mines area near Hingorja protested against shortages of water.,0,,
770,245,2786RTA,09-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Labour Group (Pakistan),6,,,0,60,Pakistan,Sindh,Hyderabad,Hyderabad,Hyderabad,25.3942,68.3736,1,Daily Regional Times,Workers of the Hyderabad Development Authority continued their protest against the non-payment of salaries and pensions.,0,,
770,238,2787RTA,09-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Punjab,Lahore,Lahore Cantt,Iqbal Town,31.5144,74.2841,1,The Nation (AsiaNet),Protests were reported by students who marched from PMG Chowk to the District Courts and another in Iqbal Town. The cause of the protests were not reported.,0,,
770,236,2788RTA,09-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Doctors (Pakistan),6,,,0,60,Pakistan,Islamabad Capital Territory,Islamabad,Islamabad,Islamabad,33.7233,73.0995,1,The Nation (AsiaNet),"Dozens of male and female nurses, including student nurses, protested in front of the national press club to demand attention to their grievances.",0,,
770,239,2789RTA,09-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Doctors (Pakistan),6,,,0,60,Pakistan,Sindh,Karachi,Karachi,Karachi,24.9056,67.0822,1,The Frontier Post,Nurses continued their protest outside the Karachi press club in favour of their demands.,0,,
770,240,2790RTA,09-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Labour Group (Pakistan),6,,,0,60,Pakistan,Khyber Pakhtunkhwa,FR Kohat,Karak,Karak,33.1175,71.0935,1,Dawn (Pakistan),Karak municipal administration employees protested and went on strike in favour of their demands.,0,,
770,252,2791RTA,09-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),SUP: Sindh United Party,6,,,0,60,Pakistan,Sindh,Khairpur,Khairpur,Khairpur,26.8300,69.0600,1,Daily Regional Times,"A protest rally was organized by the SUP in Khairpur against alleged increasing corruption, extremism and terrorism in the country.",0,,
770,254,2792RTA,09-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Khairpur,Khairpur,Khairpur,26.8300,69.0600,2,Daily Regional Times,Residents of Gareebabad Muhalla continued their protest outside the SSP office at Maryam Toob in the Khairpur area against alleged abuses by a police constable in their area.,0,,
770,251,2793RTA,09-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Labour Group (Pakistan),6,,,0,60,Pakistan,Sindh,Khairpur,Khairpur,Kingri,27.6135,68.3250,1,Daily Regional Times,Employees of the Kingri Municipal Committee protested against their chairman and accused him of being in contempt of court for not fulfilling a court order to pay their salaries.,0,,
770,237,2794RTA,09-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Students (Pakistan),6,,,0,60,Pakistan,Punjab,Lahore,Lahore Cantt,Lahore,31.5497,74.3436,2,The Nation (AsiaNet),Protests were reported by students who marched from PMG Chowk to the District Courts and another in Iqbal Town. The cause of the protests were not reported.,0,,
770,255,2795RTA,09-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Doctors (Pakistan),6,,,0,60,Pakistan,Sindh,Mirpurkhas,Mirpurkhas,Mirpurkhas,25.5316,69.0030,1,Daily Regional Times,"A large number of nurses of the Civil Hospital, Mirpurkhas protested in favour of their demands.",0,,
770,253,2796RTA,09-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Naushero Feroze,Moro,Moro,26.6600,68.0000,1,Daily Regional Times,11 councillors of Moro protested in front of the chairman to demand the transfer of the CMO.,0,,
770,244,2797RTA,09-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Students (Pakistan),6,,,0,60,Pakistan,Khyber Pakhtunkhwa,Peshawar,Peshawar,Peshawar,34.0222,72.0019,1,Daily Times (PK),Students from FATA protested at the Peshawar press club to demand reforms and an awareness campaign on the efficiency of the Reforms for People in FATA programme.,0,,
770,235,2798RTA,09-February-2017,2017,1,Riots/Protests,Rioters (Pakistan),,5,Police Forces of Pakistan,,1,15,Pakistan,Punjab,Lahore,Lahore Cantt,Punjab University,31.5029,74.3062,1,Pakistan Today,6 students were injured in a riot that started over a disagreement related to male and female students sitting together. Police intervened and used tear gas to disperse the rioters. The student groups were backed by the IJT on one side and the Pushtoon Education Development Movement on the other.,0,,
770,241,2799RTA,09-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Labour Group (Pakistan),6,,,0,60,Pakistan,Punjab,Rawalpindi,Rawalpindi,Rawalpindi,33.6007,73.0679,1,Dawn (Pakistan),Ward boys and security guards of the District Headquarters Hospital in Rawalpindi protested against the director of emergency operations after he slapped a guard.,0,,
770,246,2800RTA,09-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Tando Muhammad Khan,Tando Muhammad Khan,Tando Muhammad Khan,25.1229,68.5357,1,Daily Regional Times,"Different protest demonstrations were recorded in Tando Muhammad Khan by the activists of the MWM, SPY, PPP, Peoples Labour Bureau and other organizations to demand the arrest of Sabir Bhutto's murderers.",0,,
770,271,2801RTA,10-February-2017,2017,1,Battle-No change of territory,Mangneja Communal Militia,,4,Mangneja Communal Militia,,4,44,Pakistan,Sindh,Khairpur,Khairpur,Khairpur,26.8300,69.0600,1,Daily Regional Times,A youth was killed and 3 others injured in a clash over a land dispute between two groups in the Mangneja community in the Osta Gahi Mohalla area of Khairpur.,1,,
770,256,2802RTA,10-February-2017,2017,1,Remote violence,Unidentified Armed Group (Pakistan),,3,Civilians (Pakistan),,7,37,Pakistan,Federally Administered Tribal Areas,Bajaur Agency,Arang,Arang,34.7329,71.6865,2,Daily Pakistan Today; The Balochistan Times (AsiaNet),5 people were injured in a roadside explosion in the Arang tehsil of Bajaur Agency. One of those injured later died.,1,,
770,257,2803RTA,10-February-2017,2017,1,Remote violence,Military Forces of Iran,,8,,,0,80,Pakistan,Balochistan,Panjgur,Panjgur,Panjgur,26.9817,64.1166,2,Pakistan Observer,Iranian forces fired four mortar shells across the border into Panjgur district. No injuries reported.,0,,
770,266,2804RTA,10-February-2017,2017,1,Remote violence,Unidentified Armed Group (Pakistan),,3,,,0,30,Pakistan,Federally Administered Tribal Areas,Kurram Agency,Parachinar,Parachinar,33.8991,70.1008,2,The Frontier Post,"A bomb blast was reported in Upper Kurram district. It hit a loaded trailer entering pakistan from Afghanistan, but caused no injuries.",0,,
770,276,2805RTA,10-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Hyderabad,Saeedabad,Bhan Saeedabad,26.7135,68.1321,1,Daily Regional Times,A protest demonstration was recorded by the eunuchs of Bhan Syedabad against the arrest of their community leaders.,0,,
770,273,2806RTA,10-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Farmers (Pakistan),6,,,0,60,Pakistan,Sindh,Khairpur,Khairpur,Hingorja,27.2109,68.4160,2,Daily Regional Times,Farmers in the Siyal Mines area protested against shortages of water.,0,,
770,277,2807RTA,10-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Hyderabad,Hyderabad,Hyderabad,25.3942,68.3736,1,Daily Regional Times,"The candidates applying for the recruitments in Sindh Police Hyderabad district including Mohammad Abrejo, Ghulam Razam, Abdul Razaq, Mohammad Ismail and others recorded a protest demonstration against the corruption in the appointment of the police constables. ",0,,
770,263,2808RTA,10-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Punjab,Lahore,Lahore Cantt,Iqbal Town,31.5144,74.2841,1,The Nation (AsiaNet),People protested and blocked roads outside government departments in Shahdara and Iqbal town.,0,,
770,267,2809RTA,10-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Students (Pakistan),6,,,0,60,Pakistan,Federally Administered Tribal Areas,Khyber Agency,Jamrud,Jamrud,33.9991,71.3646,1,Dawn (Pakistan),Students from various educational institutions in Khyber Agency protested at Bab-e-Khyber in Jamrud against the suspension of their educational scholarships.,0,,
770,260,2810RTA,10-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Students (Pakistan),6,,,0,60,Pakistan,Sindh,Karachi,Karachi East,Jamshed,24.8714,67.0499,1,The Nation (AsiaNet),Students staged a protest on University Road to protest over students killed in road accidents recently.,0,,
770,268,2811RTA,10-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Karachi,Karachi,Karachi,24.9056,67.0822,3,Dawn (Pakistan),Family members of a man they believe was murdered by police staged a protest at Hilal-e-Ahmar Chowk to demand action against the suspects.,0,,
770,283,2812RTA,10-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),PPP: Pakistan Peoples Party,6,,,0,60,Pakistan,Khyber Pakhtunkhwa,FR Kohat,Kohat,Kohat,33.4491,71.5439,1,Dawn (Pakistan),Scores of protesters from the opposition PPP and PML-N and six independent members of the district council staged a demonstration in front of the deputy commissioner's office against the sealing of the district nazim's office.,0,,
770,262,2813RTA,10-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Punjab,Lahore,Lahore Cantt,Lahore,31.5497,74.3436,2,The Nation (AsiaNet),"Different protest demonstrations were staged in various parts of Lahore, including outside the Lahore Press Club and in front of the Jinnah Hospital, against police high-handedness.",0,,
770,265,2814RTA,10-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Labour Group (Pakistan),6,,,0,60,Pakistan,Punjab,Lahore,Lahore Cantt,Lahore,31.5497,74.3436,2,The Nation (AsiaNet),Hundreds of WAPDA workers protested outside the LESCO HQ in Lahore to demand attention to their grievances.,0,,
770,272,2815RTA,10-February-2017,2017,1,Riots/Protests,Protesters (Pakistan),Teachers (Pakistan),6,,,0,60,Pakistan,Sindh,Larkana,Larkana,Larkana,27.5637,68.2150,1,Daily Regional Times,Teachers of the Government Dini Madarsa High School protested against a transfer of some of their colleagues.,0,,
