"country","item","element","Unit","Date","Value"
"Sri Lanka","Milk, whole fresh buffalo","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M12",61884
"Sri Lanka","Milk, whole fresh buffalo","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2015",66511.1
"Sri Lanka","Milk, whole fresh buffalo","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2005",30000
"Sri Lanka","Milk, whole fresh buffalo","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2006",35000
"Sri Lanka","Milk, whole fresh buffalo","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2007",34000
"Sri Lanka","Milk, whole fresh buffalo","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2008",41100
"Sri Lanka","Milk, whole fresh buffalo","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2009",44390
"Sri Lanka","Milk, whole fresh buffalo","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2010",46290
"Sri Lanka","Milk, whole fresh buffalo","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2011",51790
"Sri Lanka","Milk, whole fresh buffalo","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2012",56910
"Sri Lanka","Milk, whole fresh buffalo","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2013",58692.8
"Sri Lanka","Milk, whole fresh buffalo","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2014",60328.4
"Sri Lanka","Milk, whole fresh buffalo","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2015",66511.1
"Sri Lanka","Milk, whole fresh buffalo","Producer Price (US $/tonne)","US $/tonne","2005",298.530275
"Sri Lanka","Milk, whole fresh buffalo","Producer Price (US $/tonne)","US $/tonne","2006",336.968355
"Sri Lanka","Milk, whole fresh buffalo","Producer Price (US $/tonne)","US $/tonne","2007",307.404185
"Sri Lanka","Milk, whole fresh buffalo","Producer Price (US $/tonne)","US $/tonne","2008",379.382281
"Sri Lanka","Milk, whole fresh buffalo","Producer Price (US $/tonne)","US $/tonne","2009",386.201496
"Sri Lanka","Milk, whole fresh buffalo","Producer Price (US $/tonne)","US $/tonne","2010",409.464839
"Sri Lanka","Milk, whole fresh buffalo","Producer Price (US $/tonne)","US $/tonne","2011",468.4
"Sri Lanka","Milk, whole fresh buffalo","Producer Price (US $/tonne)","US $/tonne","2012",446
"Sri Lanka","Milk, whole fresh buffalo","Producer Price (US $/tonne)","US $/tonne","2013",454.7
"Sri Lanka","Milk, whole fresh buffalo","Producer Price (US $/tonne)","US $/tonne","2014",462.1
"Sri Lanka","Milk, whole fresh buffalo","Producer Price (US $/tonne)","US $/tonne","2015",489.6
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2005",26000
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2006",29000
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2007",26000
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2008",33110
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2009",35510
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010",36780
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M1",36369
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M2",36448
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M3",36264
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M4",36660
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M5",36620
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M6",36887
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M7",36586
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M8",36988
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M9",37046
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M10",36942
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M11",37139
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M12",37391
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011",42780
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M1",38560
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M2",38690
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M3",38960
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M4",39890
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M5",41060
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M6",42160
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M7",43670
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M8",44780
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M9",45230
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M10",48180
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M11",45630
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M12",46600
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012",48900
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M1",48074
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M2",47105
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M3",47566
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M4",48216
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M5",48313
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M6",48417
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M7",49278
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M8",49226
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M9",49809
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M10",50111
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M11",50389
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M12",50248
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013",51443.3
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M1",50653
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M2",50993
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M3",50923
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M4",51612
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M5",51240
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M6",51241
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M7",51154
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M8",51636
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M9",51966
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M10",52175
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M11",51778
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M12",51947
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014",53202.1
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M1",51601
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M2",52461
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M3",52741
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M4",52431
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M5",52995
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M6",53421
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M7",53828
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M8",53182
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M9",53270
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M10",53832
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M11",53939
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M12",54724
"Sri Lanka","Milk, whole fresh cow","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2015",58867.1
"Sri Lanka","Milk, whole fresh cow","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2005",26000
"Sri Lanka","Milk, whole fresh cow","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2006",29000
"Sri Lanka","Milk, whole fresh cow","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2007",26000
"Sri Lanka","Milk, whole fresh cow","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2008",33110
"Sri Lanka","Milk, whole fresh cow","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2009",35510
"Sri Lanka","Milk, whole fresh cow","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2010",36780
"Sri Lanka","Milk, whole fresh cow","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2011",42780
"Sri Lanka","Milk, whole fresh cow","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2012",48900
"Sri Lanka","Milk, whole fresh cow","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2013",51443.3
"Sri Lanka","Milk, whole fresh cow","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2014",53202.1
"Sri Lanka","Milk, whole fresh cow","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2015",58867.1
"Sri Lanka","Milk, whole fresh cow","Producer Price (US $/tonne)","US $/tonne","2005",258.726238
"Sri Lanka","Milk, whole fresh cow","Producer Price (US $/tonne)","US $/tonne","2006",279.202352
"Sri Lanka","Milk, whole fresh cow","Producer Price (US $/tonne)","US $/tonne","2007",235.073789
"Sri Lanka","Milk, whole fresh cow","Producer Price (US $/tonne)","US $/tonne","2008",305.628888
"Sri Lanka","Milk, whole fresh cow","Producer Price (US $/tonne)","US $/tonne","2009",308.943797
"Sri Lanka","Milk, whole fresh cow","Producer Price (US $/tonne)","US $/tonne","2010",325.342769
"Sri Lanka","Milk, whole fresh cow","Producer Price (US $/tonne)","US $/tonne","2011",386.9
"Sri Lanka","Milk, whole fresh cow","Producer Price (US $/tonne)","US $/tonne","2012",383.2
"Sri Lanka","Milk, whole fresh cow","Producer Price (US $/tonne)","US $/tonne","2013",398.6
"Sri Lanka","Milk, whole fresh cow","Producer Price (US $/tonne)","US $/tonne","2014",407.5
"Sri Lanka","Milk, whole fresh cow","Producer Price (US $/tonne)","US $/tonne","2015",433.3
"Sri Lanka","Millet","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2005",43330
"Sri Lanka","Millet","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2005",43330
"Sri Lanka","Millet","Producer Price (US $/tonne)","US $/tonne","2005",431.177227
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2005",55030
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2006",86000
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2007",76870
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2008",103765
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2009",130660
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010",126250
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M7",115000
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M8",120000
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M9",120000
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M10",130000
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M11",137500
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M12",135000
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011",127500
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M7",125000
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M8",125000
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M9",125000
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M10",132500
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M11",130000
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012",193000
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M1",132500
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M7",170000
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M8",175000
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M9",200000
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M10",220000
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M12",200000
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013",176666.7
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M1",200000
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M4",80000
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M8",250000
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014",145175.5
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M2",117500
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M3",165416
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M4",170833
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M5",173330
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M6",107500
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M7",165000
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M8",166000
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M9",151000
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M10",90000
"Sri Lanka","Mustard seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2015",180000
"Sri Lanka","Mustard seed","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2005",55030
"Sri Lanka","Mustard seed","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2006",86000
"Sri Lanka","Mustard seed","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2007",76870
"Sri Lanka","Mustard seed","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2008",103765
"Sri Lanka","Mustard seed","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2009",130660
"Sri Lanka","Mustard seed","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2010",126250
"Sri Lanka","Mustard seed","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2011",127500
"Sri Lanka","Mustard seed","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2012",193000
"Sri Lanka","Mustard seed","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2013",176666.7
"Sri Lanka","Mustard seed","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2014",145175.5
"Sri Lanka","Mustard seed","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2015",180000
"Sri Lanka","Mustard seed","Producer Price (US $/tonne)","US $/tonne","2005",547.604034
"Sri Lanka","Mustard seed","Producer Price (US $/tonne)","US $/tonne","2006",827.979388
"Sri Lanka","Mustard seed","Producer Price (US $/tonne)","US $/tonne","2007",695.004698
"Sri Lanka","Mustard seed","Producer Price (US $/tonne)","US $/tonne","2008",957.824875
"Sri Lanka","Mustard seed","Producer Price (US $/tonne)","US $/tonne","2009",1136.767009
"Sri Lanka","Mustard seed","Producer Price (US $/tonne)","US $/tonne","2010",1116.762494
"Sri Lanka","Mustard seed","Producer Price (US $/tonne)","US $/tonne","2011",1153.2
"Sri Lanka","Mustard seed","Producer Price (US $/tonne)","US $/tonne","2012",1512.5
"Sri Lanka","Mustard seed","Producer Price (US $/tonne)","US $/tonne","2013",1368.8
"Sri Lanka","Mustard seed","Producer Price (US $/tonne)","US $/tonne","2014",1111.9
"Sri Lanka","Mustard seed","Producer Price (US $/tonne)","US $/tonne","2015",1324.9
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2005",865750
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2006",547140
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2007",991250
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2008",1607380
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2009",1858570
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010",3413640
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M1",3000000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M2",3250000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M3",3000000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M4",3100000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M5",3000000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M6",4000000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M7",4300000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M8",3500000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M9",3500000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M10",3500000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M12",3400000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011",2511460
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M1",3750000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M2",3500000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M3",3500000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M4",2112500
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M5",3200000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M6",2500000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M7",2000000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M8",2400000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M9",2200000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M10",2000000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M11",1375000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M12",1600000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012",1757290
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M1",1550000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M2",1600000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M3",3000000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M4",2175000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M5",2000000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M6",1750000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M7",1800000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M8",950000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M9",1750000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M10",1187500
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M11",1700000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M12",1625000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013",1429888.9
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M1",1600000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M2",1700000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M3",1725000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M4",1250000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M5",250000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M6",600000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M7",1675000
"Sri Lanka","Nutmeg, mace and cardamoms","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M8",1625000
