age,sex,goo,coo,doa,famsize,bro,sis,sib,po,ind,ref,rei,res,dis,gov,cit,hfd,ffd,ad1,ad2,ad3,ad4,ad5,adp,a1,a2,a3,d1,d2,d3,p1,p2,p3,p4,p5,p6
7,male,Homs,,2013,,5,,,,,0,1,0,,,Zarqa,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0
9,male,Homs,,2013,9,,,,,,0,1,0,,,Zarqa,1,0,0,0,0,0,0,1,-1,0,1,0,0,0,0,0,1,0,0,0
9,male,homs,,2013,16,,,,,,0,1,0,,,Zarqa,1,0,0,0,0,0,0,1,-1,0,1,0,0,0,1,0,0,0,0,0
,male,Homs,,2014,6,,,,,,0,1,0,,,Zarqa,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
,male,Homs,,,5,,,,,,0,1,0,,,Zarqa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,female,Syria,,,7,4,1,,,,0,1,0,,,Zarqa,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
,female,Syria,,,5,2,1,,,,0,1,0,,,Zarqa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,female,Syria,,,5,1,2,,,,0,1,0,,,Zarqa,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,female,Syria,,,5,1,2,,,,0,1,0,,,Zarqa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,female,Syria,,,7,5,2,,,,0,1,0,,,Zarqa,1,0,0,0,0,1,1,1,-1,0,1,0,0,0,1,0,0,0,0,0
,female,Syria,,,4,,2,,,,0,1,0,,,Zarqa,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,1,0,0
,female,Syria,,,5,1,2,,,,0,1,0,,,Zarqa,1,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0
,female,Syria,,,4,,2,,,,0,1,0,,,Zarqa,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
,female,Syria,,,7,2,3,,,,0,1,0,,,Zarqa,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0
,female,Syria,,,9,2,5,,,,0,1,0,,,Zarqa,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,0,0
,male,Syria,,,3,1,0,,,,0,1,0,,,Zarqa,1,1,0,0,0,0,0,1,-1,0,1,0,0,0,1,1,1,0,1,1
,male,Syria,,,4,1,1,,,,0,1,0,,,Zarqa,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0
,male,Syria,,,5,2,1,,,,0,1,0,,,Zarqa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
,male,Syria,,,7,3,2,,,,0,1,0,,,Zarqa,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
,male,Syria,,,9,4,3,,,,0,1,0,,,Zarqa,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
,male,Syria,,,5,3,,,,,0,1,0,,,Zarqa,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
10,female,,,,9,,,,,,0,1,0,,,Zarqa,1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0
7,male,,,2011,5,,,,,,0,1,0,,,Zarqa,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,0,1,0,0,0
9,male,,,,3,,,,,,0,1,0,,,Zarqa,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
,male,,,,7,,,,,,0,1,0,,,Zarqa,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,female,,,2012,8,2,3,5,Baker,Blue Collar,1,0,0,District 5,,,1,1,0,0,0,1,0,0,-1,0,0,1,0,1,1,0,0,0,0,0
8,female,,,2012,8,2,3,5,Baker,Blue Collar,1,0,0,District 5,,,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
10,female,,,2012,7,2,2,4,Builder,Blue Collar,1,0,0,District 5,,,0,0,,,,,,,0,0,,,,,,,,,,
9,female,,,2013,10,4,4,8,Car Repair,Blue Collar,1,0,0,District 5,,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
11,female,,,2013,7,3,1,4,Carpenter,Blue Collar,1,0,0,District 5,,,1,1,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0
12,female,,,2013,6,2,1,3,Carpenter,Blue Collar,1,0,0,District 5,,,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,1
9,male,,,N/A,10,5,2,7,Carpenter,Blue Collar,1,0,0,District 5,,,1,1,1,1,0,0,1,0,0,-1,0,0,0,0,1,0,0,0,0,0
11,male,,,2012,10,5,2,7,Carpenter,Blue Collar,1,0,0,District 5,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11,male,,,2012,8,2,3,5,Carpenter,Blue Collar,1,0,0,District 5,,,1,1,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
12,male,,,2012,8,4,1,5,Carpenter,Blue Collar,1,0,0,District 5,,,1,1,1,0,0,0,0,1,-1,-1,1,0,0,0,1,0,0,0,0,0
12,male,,,2012,7,1,3,4,Carpenter,Blue Collar,1,0,0,District 5,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,male,,,2012,6,1,2,3,Chef,Blue Collar,1,0,0,District 5,,,1,1,1,0,0,0,0,1,0,-1,0,0,0,0,1,0,0,0,0,0
11,male,,,2012,10,5,2,7,Dealer,White Collar,1,0,0,District 5,,,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,0
10,female,,,2012,8,2,3,5,Driver,Blue Collar,1,0,0,District 5,,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
13,female,,,2012,8,2,3,5,Driver,Blue Collar,1,0,0,District 5,,,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0
11,male,,,2012,8,3,2,5,Driver,Blue Collar,1,0,0,District 5,,,1,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,,,,,
11,male,,,N/A,6,2,2,4,Driver,Blue Collar,1,0,0,District 5,,,0,1,,,,,,,0,0,,,,,1,0,0,0,0,0
12,male,,,2016,8,4,1,5,Education Ministry,White Collar,1,0,0,District 5,,,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
9,male,,,2012,12,6,3,9,Factory,Blue Collar,1,0,0,District 5,,,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,,,,,
12,female,,,2014,15,4,8,12,Farmer,Agriculture,1,0,0,District 5,,,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
11,male,,,2012,7,3,1,4,Freelance,Blue Collar,1,0,0,District 5,,,1,1,1,0,0,0,0,1,-1,-1,0,0,0,0,1,0,0,0,0,0
11,female,,,N/A,8,3,2,5,Freelance Food,Blue Collar,1,0,0,District 5,,,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
12,female,,,2012,9,2,3,5,Metal Worker,Blue Collar,1,0,0,District 5,,,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
8,female,,,2012,7,2,2,4,N/A,N/A,1,0,0,District 5,,,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0
9,female,,,N/A,10,4,3,7,N/A,N/A,1,0,0,District 5,,,1,1,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0
9,female,,,2013,9,3,3,6,N/A,N/A,1,0,0,District 5,,,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
10,female,,,2012,7,2,3,5,N/A,N/A,1,0,0,District 5,,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10,female,,,2013,6,1,3,4,N/A,N/A,1,0,0,District 5,,,1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
10,female,,,2012,7,2,2,4,N/A,N/A,1,0,0,District 5,,,0,1,,,,,,,0,0,,,,,0,0,0,0,0,0
11,female,,,2012,9,3,3,6,N/A,N/A,1,0,0,District 5,,,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11,female,,,2012,8,3,3,6,N/A,N/A,1,0,0,District 5,,,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0
11,female,,,N/A,4,0,2,2,N/A,N/A,1,0,0,District 5,,,1,1,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0
9,male,,,,7,1,3,4,N/A,N/A,1,0,0,District 5,,,1,1,0,0,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,0,0
9,male,,,N/A,11,4,4,8,N/A,N/A,1,0,0,District 5,,,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0
9,male,,,2012,8,3,2,5,N/A,N/A,1,0,0,District 5,,,1,1,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
10,male,,,2012,7,2,2,4,N/A,N/A,1,0,0,District 5,,,1,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0
10,male,,,2012,9,4,2,6,N/A,N/A,1,0,0,District 5,,,1,1,0,0,0,0,0,1,-1,-1,1,0,0,0,0,0,0,0,0,0
10,male,,,N/A,11,4,4,8,N/A,N/A,1,0,0,District 5,,,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
10,male,,,N/A,5,2,0,2,N/A,N/A,1,0,0,District 5,,,1,1,1,0,0,0,1,0,-1,-1,0,0,0,0,1,0,0,0,0,0
10,male,,,2016,8,2,3,5,N/A,N/A,1,0,0,District 5,,,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
10,male,,,N/A,12,5,4,9,N/A,N/A,1,0,0,District 5,,,,,,,,,,,0,0,,,,,,,,,,
11,male,,,2014,8,5,0,5,N/A,N/A,1,0,0,District 5,,,0,1,,,,,,,0,0,,,,,0,0,0,0,0,0
11,male,,,2013,9,3,3,6,N/A,N/A,1,0,0,District 5,,,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
11,male,,,N/A,10,3,6,9,N/A,N/A,1,0,0,District 5,,,1,1,1,0,0,0,1,0,-1,-1,0,1,0,0,1,0,0,0,0,0
12,male,,,2015,11,3,5,8,N/A,N/A,1,0,0,District 5,,,1,1,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0
12,male,,,N/A,11,4,4,8,N/A,N/A,1,0,0,District 5,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14,female,,,2012,9,2,4,6,Painter,Blue Collar,1,0,0,District 5,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11,male,,,2012,9,2,4,6,Painter,Blue Collar,1,0,0,District 5,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,female,,,2013,8,3,3,6,Plumber,Blue Collar,1,0,0,District 5,,,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
11,male,,,2013,6,2,1,3,Restaurant ,Blue Collar,1,0,0,District 5,,,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
11,female,,,2013,10,4,3,7,Retail,Blue Collar,1,0,0,District 5,,,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0
12,female,,,2012,7,3,1,4,Retail,Blue Collar,1,0,0,District 5,,,1,1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
9,male,,,N/A,8,3,2,5,Retail,Blue Collar,1,0,0,District 5,,,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
10,male,,,2016,9,5,1,6,Retail,Blue Collar,1,0,0,District 5,,,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
10,male,,,2016,8,3,2,5,Retail,Blue Collar,1,0,0,District 5,,,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,0
12,female,,,2012,10,3,4,7,Retail Food,Blue Collar,1,0,0,District 5,,,1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,,,,,,
12,female,,,2012,7,2,2,4,Retail Food,Blue Collar,1,0,0,District 5,,,1,1,0,0,0,1,1,1,-1,0,0,0,0,1,0,0,0,0,0,0
10,male,,,2012,11,3,5,8,Retail Food,Blue Collar,1,0,0,District 5,,,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11,male,,,2012,7,3,2,5,Retail Food,Blue Collar,1,0,0,District 5,,,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
12,female,,,2012,12,5,4,9,Shop Owner,Blue Collar,1,0,0,District 5,,,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,,,,,
10,female,,,2012,8,2,3,5,Smith,Blue Collar,1,0,0,District 5,,,1,1,0,0,0,1,0,1,-1,0,0,0,0,0,1,0,0,0,0,0
11,female,,,2016,8,2,3,5,Smith,Blue Collar,1,0,0,District 5,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,female,,,2013,8,1,4,5,Teacher,Blue Collar,1,0,0,District 5,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,female,,,N/A,9,2,4,6,Unemployed,Unemployed,1,0,0,District 5,,,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
9,female,,,N/A,6,1,2,3,Unemployed,Unemployed,1,0,0,District 5,,,1,1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
10,female,,,N/A,8,3,3,6,Unemployed,Unemployed,1,0,0,District 5,,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,female,,,2012,9,3,3,6,Unemployed,Unemployed,1,0,0,District 5,,,1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
12,male,,,2013,9,2,4,6,Unemployed,Unemployed,1,0,0,District 5,,,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,,,,,
10,male,,,,12,5,4,9,,,1,0,0,District 5,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10,male,,,2012,10,3,4,7,,,1,0,0,District 5,,,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,1,0,1,0,0,0
8,male,Syria,,2013,11,8,1,,Blacksmith,Blue Collar,1,0,0,District 1,,,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
11,male,Syria,,2013,11,8,1,,Blacksmith,Blue Collar,1,0,0,District 1,,,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,10,1,0,0,0
12,male,Syria,,2013,11,8,1,,Blacksmith,Blue Collar,1,0,0,District 1,,,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
11,male,Daraa,Al Sora,2012,6,3,3,,Driver,Blue Collar,1,0,0,District 1,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,male,Daraa,Al-Sora,,9,6,0,,Employed,,1,0,0,District 1,,,1,1,0,0,0,0,1,1,-1,0,0,0,1,0,1,0,0,0,0,0
6,female,Daraa,Al-Sora,,6,1,5,,Labour,Blue Collar,1,0,0,District 1,,,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
12,male,Daraa,Al-Sora,2012,9,7,,,Labour,Blue Collar,1,0,0,District 1,,,1,1,0,0,0,0,0,1,-1,-1,0,0,0,1,0,1,0,0,0,0
5,female,Daraa ,,,5,1,2,,Labour,Blue Collar,1,0,0,District 1,,,1,1,0,0,0,0,1,1,-1,-1,0,0,0,0,1,0,1,0,0,0
8,female,Daraa ,,,9,4,3,,Labour,Blue Collar,1,0,0,District 1,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,female,Daraa ,,,8,3,3,,Labour,Blue Collar,1,0,0,District 1,,,1,1,0,0,0,1,1,1,-1,0,0,0,0,0,1,0,1,0,0,0
9,female,Syria,,2013,7,3,2,,Labour,Blue Collar,1,0,0,District 1,,,1,1,0,0,0,0,0,1,-1,0,1,0,0,0,1,0,0,0,0,0
10,male,Syria,,2011,11,5,4,,Labour Televisions,Blue Collar,1,0,0,District 1,,,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,0
13,male,Syria,,2011,11,5,4,,Labour Televisions,Blue Collar,1,0,0,District 1,,,1,1,1,0,0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,0
6,male,Syria,,2012,7,3,2,,Sanitation worker,Blue Collar,1,0,0,District 1,,,1,1,1,0,0,0,0,1,-1,0,1,0,0,0,1,1,0,0,0,0
13,male,Syria,,2012,7,3,2,,Sanitation worker,Blue Collar,1,0,0,District 1,,,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
11,male,,Golan Heights,2012,4,3,1,,Traveller,Blue Collar,1,0,0,District 1,,,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
9,male,Daraa,Al-Sora,2012,9,7,0,,Unemployed,Unemployed,1,0,0,District 1,,,1,1,1,0,0,1,1,1,-1,0,1,0,0,0,0,0,1,0,0,0
6,female,Daraa,Al-Sora,,8,3,2,,,,1,0,0,District 1,,,1,0,0,0,0,1,1,1,-1,0,0,0,0,1,1,0,0,0,0,0
9,female,Daraa ,,,6,1,3,,,,1,0,0,District 1,,,1,1,0,0,0,0,0,1,-1,-1,1,0,0,0,0,0,0,0,0,0
13,female,Daraa,Al-Hirak,2013,7,2,2,,Broker ,White Collar,1,0,0,District 10,,,1,1,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0
11,male,Daraa ,Busra al-Harir,2012,9,5,2,,Carpenter,Blue Collar,1,0,0,District 10,,,1,1,1,0,0,0,0,1,-1,0,0,1,0,1,1,0,0,0,0,0
12,male,Daraa ,Busra al-Harir,2012,8,4,2,,Carpenter,Blue Collar,1,0,0,District 10,,,1,1,1,0,0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,0
13,male,Daraa ,Busra al-Harir,2012,9,5,2,,Carpenter,Blue Collar,1,0,0,District 10,,,1,1,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0
6,male,Daraa ,Kerata,2015,6,2,2,,Carpenter,Blue Collar,1,0,0,District 10,,,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0
13,female,Daraa ,Busra al-Harir,,10,6,1,,Driver,Blue Collar,1,0,0,District 10,,,1,0,0,0,0,0,0,1,-1,0,1,0,0,0,1,0,0,0,0,0
11,male,Damascus ,,2012,4,2,1,,Driver,Blue Collar,1,0,0,District 10,,,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
12,male,Damascus ,,2011,4,2,1,,Driver,Blue Collar,1,0,0,District 10,,,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,0
10,male,Daraa ,,2012,7,4,1,,Driver,Blue Collar,1,0,0,District 10,,,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
13,female,Daraa ,Al Harak ,2012,6,2,1,,Employed,,1,0,0,District 10,,,1,1,0,0,0,0,0,1,-1,-1,0,0,0,1,0,0,0,0,0,0
8,male,Daraa ,Nahta,2013,5,2,1,,Employed,,1,0,0,District 10,,,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
11,male,,Um Wald ,2014,10,3,5,,Employed,,1,0,0,District 10,,,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
9,female,Mahgeh ,,2013,7,,5,,Employed,,1,0,0,District 10,,,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12,female,Mahgeh ,,,7,,4,,Employed,,1,0,0,District 10,,,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
13,female,Mahgeh ,,,7,,4,,Employed,,1,0,0,District 10,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,female,Daraa,Busra al-Harir,2012,10,3,4,,Farmer,Agriculture,1,0,0,District 10,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,female,Daraa,Inkhil,2013,8,4,2,,Farmer,Agriculture,1,0,0,District 10,,,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
6,male,Daraa,Inkhil,2013,5,1,1,,Graphic designer,White Collar,1,0,0,District 10,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
12,female,Daraa,Deir al-Bukht,2013,8,2,4,,Guard ,Blue Collar,1,0,0,District 10,,,1,1,0,0,0,0,0,1,-1,0,1,0,1,0,1,0,0,0,0,0
6,male,Daraa,Busra al-Harir,2013,9,5,2,,Lumber,Blue Collar,1,0,0,District 10,,,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
11,male,Daraa,Busra al-Harir,2013,6,2,2,,Lumber,Blue Collar,1,0,0,District 10,,,1,1,0,0,0,1,1,0,-1,0,0,0,0,0,1,0,0,0,0,0
12,male,Daraa,Busra al-Harir,2014,14,9,3,,Lumber,Blue Collar,1,0,0,District 10,,,1,1,0,0,0,0,0,1,-1,-1,1,0,0,0,1,0,0,0,0,0
9,male,Daraa,Busra al-Sham,2013,12,,3,,Lumber,Blue Collar,1,0,0,District 10,,,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
11,male,Daraa,Busra al-Sham,2012,7,5,,,Lumber,Blue Collar,1,0,0,District 10,,,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,female,Daraa,Namer,2012,7,3,4,,Lumber,Blue Collar,1,0,0,District 10,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,male,Daraa ,,2013,8,3,3,,Lumber,Blue Collar,1,0,0,District 10,,,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
8,male,Daraa,Agrabah,2013,7,3,2,,Mechanic,Blue Collar,1,0,0,District 10,,,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13,male,Daraa,Agrabah,2012,7,3,2,,Mechanic,Blue Collar,1,0,0,District 10,,,1,1,0,0,0,1,1,0,-1,0,0,0,0,0,1,0,0,0,0,0
12,female,Mahgeh ,,2013,9,4,5,,Medical Nurse,White Collar,1,0,0,District 10,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,male,Mahgeh ,,2013,7,3,1,,Medical Nurse,White Collar,1,0,0,District 10,,,1,1,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0
10,female,Daraa,Inkhil,2013,7,4,1,,Retail,Blue Collar,1,0,0,District 10,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,male,Daraa,Inkhil,2013,4,2,,,Retail,Blue Collar,1,0,0,District 10,,,1,1,1,0,0,0,0,1,-1,0,1,0,0,0,1,0,0,0,0,0
11,male,Daraa,Inkhil,2012,6,3,1,,Retail,Blue Collar,1,0,0,District 10,,,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,0
17,male,Daraa,Inkhil,2013,8,4,2,,Retail,Blue Collar,1,0,0,District 10,,,1,1,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0
13,female,Daraa ,,2012,11,6,3,,Retail,Blue Collar,1,0,0,District 10,,,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
12,female,Daraa,Busra al-Harir,,2,,,,Unemployed,Unemployed,1,0,0,District 10,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
13,female,Daraa,Inkhil,,7,4,1,,Unemployed,Unemployed,1,0,0,District 10,,,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0
11,male,Daraa ,,2012,8,3,4,,Unemployed,Unemployed,1,0,0,District 10,,,1,1,0,0,0,0,0,1,-1,0,1,0,0,0,0,0,1,0,0,0
13,male,Daraa ,,2008,8,,1,,Unemployed,Unemployed,1,0,0,District 10,,,1,1,0,0,0,0,0,1,-1,0,1,0,1,0,0,0,0,0,0,0
15,male,,,2013,8,4,2,,Unemployed,Unemployed,1,0,0,District 10,,,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
6,female,Daraa,Busra al-Harir,2013,14,9,3,,Worker,Blue Collar,1,0,0,District 10,,,1,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0
9,female,Daraa,Busra al-Harir,2013,6,2,2,,Worker,Blue Collar,1,0,0,District 10,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,female,Daraa,Busra al-Harir,2013,10,4,4,,Worker,Blue Collar,1,0,0,District 10,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,female,Daraa,Busra al-Harir,2013,5,,3,,Worker,Blue Collar,1,0,0,District 10,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,female,Daraa,Busra al-Harir,2013,14,9,2,,Worker,Blue Collar,1,0,0,District 10,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,female,Daraa,Busra al-Harir,2013,4,,2,,Worker,Blue Collar,1,0,0,District 10,,,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
12,female,Daraa,Busra al-Harir,2013,5,,2,,Worker,Blue Collar,1,0,0,District 10,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,female,Daraa,Busra al-Harir,,6,2,1,,Worker,Blue Collar,1,0,0,District 10,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,male,Daraa,Busra al-Harir,2013,3,,1,,Worker,Blue Collar,1,0,0,District 10,,,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
10,male,Daraa,Busra al-Harir,2013,5,1,2,,Worker,Blue Collar,1,0,0,District 10,,,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
11,male,Daraa,Busra al-Harir,2013,8,4,1,,Worker,Blue Collar,1,0,0,District 10,,,1,1,1,0,0,0,0,1,-1,-1,0,0,0,0,1,0,0,0,0,0
10,female,Daraa,Deir al-Bukht,2013,8,2,4,,Worker,Blue Collar,1,0,0,District 10,,,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1
11,female,Daraa,Inkhil,2012,7,3,1,,Worker,Blue Collar,1,0,0,District 10,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12,female,Daraa,Inkhil,2012,7,2,3,,Worker,Blue Collar,1,0,0,District 10,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
6,male,Daraa,Inkhil,,6,2,1,,Worker,Blue Collar,1,0,0,District 10,,,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0
