"Region","Indicator","Unit","Date","Value"
"South-eastern Asia","Proportion of Urban Population","Percent","1990",31.6
"South-eastern Asia","Proportion of Urban Population","Percent","1995",34.5
"South-eastern Asia","Proportion of Urban Population","Percent","2000",38.2
"South-eastern Asia","Proportion of Urban Population","Percent","2005",39.9
"South-eastern Asia","Proportion of Urban Population","Percent","2007",40.6
"South-eastern Asia","Proportion of Urban Population","Percent","2010",41.8
"South-eastern Asia","Proportion of Urban Population","Percent","2012",42.7
"Western Asia","Urban Population at mid-year","thousands","1990",79005
"Western Asia","Urban Population at mid-year","thousands","1995",92146
"Western Asia","Urban Population at mid-year","thousands","2000",106691
"Western Asia","Urban Population at mid-year","thousands","2005",122294
"Western Asia","Urban Population at mid-year","thousands","2007",128796
"Western Asia","Urban Population at mid-year","thousands","2010",138654
"Western Asia","Urban Population at mid-year","thousands","2012",145126
"Western Asia","Proportion of Urban Population Living in Slum Area","Percent","1990",22.5
"Western Asia","Proportion of Urban Population Living in Slum Area","Percent","1995",21.6
"Western Asia","Proportion of Urban Population Living in Slum Area","Percent","2000",20.6
"Western Asia","Proportion of Urban Population Living in Slum Area","Percent","2005",25.8
"Western Asia","Proportion of Urban Population Living in Slum Area","Percent","2007",25.2
"Western Asia","Proportion of Urban Population Living in Slum Area","Percent","2010",24.6
"Western Asia","Proportion of Urban Population Living in Slum Area","Percent","2012",24.6
"Western Asia","Urban Slum Population at mid-year","thousands","1990",17810
"Western Asia","Urban Slum Population at mid-year","thousands","1995",19936
"Western Asia","Urban Slum Population at mid-year","thousands","2000",21980
"Western Asia","Urban Slum Population at mid-year","thousands","2005",31565
"Western Asia","Urban Slum Population at mid-year","thousands","2007",32470
"Western Asia","Urban Slum Population at mid-year","thousands","2010",34112
"Western Asia","Urban Slum Population at mid-year","thousands","2012",35704
"Western Asia","Proportion of Urban Population","Percent","1990",60.5
"Western Asia","Proportion of Urban Population","Percent","1995",62.1
"Western Asia","Proportion of Urban Population","Percent","2000",63.7
"Western Asia","Proportion of Urban Population","Percent","2005",65.2
"Western Asia","Proportion of Urban Population","Percent","2007",65.7
"Western Asia","Proportion of Urban Population","Percent","2010",66.6
"Western Asia","Proportion of Urban Population","Percent","2012",67.1
"Oceania","Urban Population at mid-year","thousands","1990",1572
"Oceania","Urban Population at mid-year","thousands","1995",1748
"Oceania","Urban Population at mid-year","thousands","2000",1908
"Oceania","Urban Population at mid-year","thousands","2005",2080
"Oceania","Urban Population at mid-year","thousands","2007",2158
"Oceania","Urban Population at mid-year","thousands","2010",2289
"Oceania","Urban Population at mid-year","thousands","2012",2387
"Oceania","Proportion of Urban Population Living in Slum Area","Percent","1990",24.1
"Oceania","Proportion of Urban Population Living in Slum Area","Percent","1995",24.1
"Oceania","Proportion of Urban Population Living in Slum Area","Percent","2000",24.1
"Oceania","Proportion of Urban Population Living in Slum Area","Percent","2005",24.1
"Oceania","Proportion of Urban Population Living in Slum Area","Percent","2007",24.1
"Oceania","Proportion of Urban Population Living in Slum Area","Percent","2010",24.1
"Oceania","Proportion of Urban Population Living in Slum Area","Percent","2012",24.1
"Oceania","Urban Slum Population at mid-year","thousands","1990",379
"Oceania","Urban Slum Population at mid-year","thousands","1995",421
"Oceania","Urban Slum Population at mid-year","thousands","2000",460
"Oceania","Urban Slum Population at mid-year","thousands","2005",501
"Oceania","Urban Slum Population at mid-year","thousands","2007",520
"Oceania","Urban Slum Population at mid-year","thousands","2010",552
"Oceania","Urban Slum Population at mid-year","thousands","2012",575
"Oceania","Proportion of Urban Population","Percent","1990",24.4
"Oceania","Proportion of Urban Population","Percent","1995",24.1
"Oceania","Proportion of Urban Population","Percent","2000",23.5
"Oceania","Proportion of Urban Population","Percent","2005",23
"Oceania","Proportion of Urban Population","Percent","2007",22.9
"Oceania","Proportion of Urban Population","Percent","2010",22.8
"Oceania","Proportion of Urban Population","Percent","2012",22.9
